date,population,admission,release
9/11/2021,127996.6925,3275.400324,1396.420139
9/12/2021,128931.6726,2331.400324,1596.086806
9/13/2021,129388.4862,2052.900324,3664.086806
9/14/2021,128875.6997,3151.300324,3513.491978
9/15/2021,128619.9333,3244.380067,3412.957325
9/16/2021,128267.1323,3062.156305,3418.957325
9/17/2021,128156.8313,3308.656305,3014.457325
9/18/2021,128380.8636,3237.156305,1455.123992
9/19/2021,129259.0626,2334.989638,1642.290658
9/20/2021,129657.7615,2040.989638,3613.790658
9/21/2021,129017.2939,2973.322971,3463.290658
9/22/2021,128768.3262,3214.322971,3428.790658
9/23/2021,128413.3585,3073.822971,3349.790658
9/24/2021,128104.0575,3038.822971,2950.901769
9/25/2021,128478.0898,3326.822971,1381.290658
9/26/2021,129369.6221,2272.822971,1489.290658
9/27/2021,129863.1544,1982.822971,3583.790658
9/28/2021,129347.1034,3067.739638,3349.040658
9/29/2021,129206.0524,3207.989638,3208.731134
9/30/2021,129176.6728,3179.351543,3353.731134
10/1/2021,128979.2932,3156.351543,3389.231134
10/2/2021,128934.6636,3344.601543,1440.981134
10/3/2021,129735.3673,2241.684876,1532.981134
10/4/2021,130161.0711,1958.684876,3366.314468
10/5/2021,129753.8415,2960.951543,3364.931134
10/6/2021,129588.5286,3199.61821,3385.431134
10/7/2021,129431.7156,3228.61821,3405.231134
10/8/2021,129178.7027,3151.71821,3063.397801
10/9/2021,129377.5231,3262.21821,1447.647801
10/10/2021,130168.0935,2238.21821,1477.647801
10/11/2021,130497.6639,1807.21821,2794.981134
10/12/2021,130212.901,2508.329321,3525.538277
10/13/2021,130281.4095,3591.135016,3562.976942
10/14/2021,129794.802,3077.053009,3264.520832
10/15/2021,129649.7327,3119.451599,3099.330206
10/16/2021,129745.3739,3194.9714,1349.830206
10/17/2021,130503.5151,2107.9714,1483.163539
10/18/2021,130879.323,1858.9714,3587.699253
10/19/2021,130303.7201,3010.429734,3277.432587
10/20/2021,130142.2506,3117.629734,3336.051634
10/21/2021,129912.7904,3198.448574,2721.148857
10/22/2021,129996.1159,2833.877146,2689.551634
10/23/2021,130161.4414,2836.377146,1427.551634
10/24/2021,131006.2669,2272.877146,1541.051634
10/25/2021,131364.0924,1897.210479,3794.184968
10/26/2021,130641.918,3073.877146,3540.527825
10/27/2021,130334.0054,3233.281908,3499.694491
10/28/2021,130054.5928,3220.281908,4701.694491
10/29/2021,129873.4302,4521.281908,2849.444491
10/30/2021,130063.2676,3039.281908,1363.444491
10/31/2021,130905.105,2205.281908,1680.444491
11/1/2021,131221.1925,1995.781908,3944.194491
11/2/2021,130496.0299,3219.031908,3468.408777
11/3/2021,130258.5816,3231.817622,3674.76592
11/4/2021,129828.6333,3245.317622,3549.96592
11/5/2021,129519.785,3241.117622,3186.96592
11/6/2021,129795.4367,3462.617622,1538.46592
11/7/2021,130646.5884,2389.617622,1600.46592
11/8/2021,130952.7401,1906.117622,3921.96592
11/9/2021,130208.6418,3175.067622,3682.444491
11/10/2021,129755.2292,3231.281908,4325.994491
11/11/2021,129363.8166,3935.081908,721.9944915
11/12/2021,129949.404,1307.581908,3218.994491
11/13/2021,129878.9914,3148.915241,1383.933088
11/14/2021,130707.5789,2214.415241,1461.827825
11/15/2021,131085.6663,1839.248574,3836.210621
11/16/2021,130258.4311,3014.781908,3694.683739
11/17/2021,129807.5293,3243.781908,3639.683739
11/18/2021,129401.1275,3234.615241,3546.58878
11/19/2021,129160.5711,3313.177429,3291.400453
11/20/2021,129241.6814,3372.510763,1475.067119
11/21/2021,129999.7917,2232.510763,2042.181253
11/22/2021,129908.623,1950.512496,3945.240777
11/23/2021,128701.9185,2738.536306,3773.685221
11/24/2021,127955.9918,3027.758528,3339.568554
11/25/2021,127285.7818,2668.858528,1092.568554
11/26/2021,127752.9884,1559.775194,1304.568554
11/27/2021,128569.195,2120.775194,1183.901888
11/28/2021,129402.735,2018.108528,1469.318554
11/29/2021,129821.8583,1888.441861,3758.828078
11/30/2021,128998.6816,3008.032337,3518.709031
12/1/2021,128770.6716,3291.199004,3453.459031
12/2/2021,128544.0616,3224.006899,3616.752681
12/3/2021,128416.4357,3491.293448,3064.919348
12/4/2021,128843.3098,3490.793448,1415.586015
12/5/2021,129771.1839,2344.793448,1774.586015
12/6/2021,130067.2246,2070.626782,3882.586015
12/7/2021,129178.2654,3007.126782,3678.764309
12/8/2021,128807.8841,3309.04965,3571.163119
12/9/2021,128571.0861,3334.365126,3311.933052
12/10/2021,128355.5448,3105.04176,2538.733599
12/11/2021,128542.8226,2761.3205,1153.542669
12/12/2021,129410.9337,2022.153834,1723.376002
12/13/2021,129688.5449,1989.987167,3761.459335
12/14/2021,128816.7394,2888.653834,3841.126002
12/15/2021,128379.7672,3404.653834,3318.935526
12/16/2021,128080.2951,3019.162282,3865.550459
12/17/2021,127436.1991,3214.515821,3075.382108
12/18/2021,127546.4364,3184.619424,1222.048775
12/19/2021,127986.6737,1659.298857,1974.557522
12/20/2021,128115.6243,2105.285949,4068.233448
12/21/2021,126847.0459,2800.154997,4210.083448
12/22/2021,125552.7674,2915.804997,2648.583448
12/23/2021,124967.3223,2061.971664,2408.083448
12/24/2021,124727.2105,2168.471664,1367.583448
12/25/2021,125045.0987,1685.471664,875.2501147
12/26/2021,125607.3203,1438.13833,1556.553145
12/27/2021,126114.5418,2065.274694,2686.303145
12/28/2021,125801.2634,2370.246916,2616.270317
12/29/2021,125841.1617,2659.075199,2690.542267
12/30/2021,125656.9831,2507.36366,2138.542267
12/31/2021,125969.3045,2449.86366,1120.370045
1/1/2022,127081.8926,2231.874772,1242.342267
1/2/2022,127626.4806,1788.346994,1572.592267
1/3/2022,127961.9853,1908.096994,3127.092267
1/4/2022,127488.9901,2654.096994,3068.758934
1/5/2022,127383.9948,2964.26366,2883.8756
1/6/2022,127279.2329,2778.20457,2884.027115
1/7/2022,126966.3573,2571.984873,2329.01283
1/8/2022,127556.7555,2920.711063,797.3128297
1/9/2022,128173.6538,1412.655507,1204.730374
1/10/2022,128553.5871,1586.263695,3228.663707
1/11/2022,128105.0204,2780.097028,3010.746132
1/12/2022,127803.7159,2719.424011,3243.56186
1/13/2022,127577.578,3017.424011,3049.944003
1/14/2022,127393.4423,2864.208297,2873.177336
1/15/2022,127697.9733,3179.308297,1198.133678
1/16/2022,128330.3376,1843.474963,1202.110669
1/17/2022,128488.7019,1360.474963,1414.277336
1/18/2022,128819.8995,1745.474963,3044.610669
1/19/2022,128366.7638,2589.374963,3115.444003
1/20/2022,128268.1281,3017.64163,2952.777336
1/21/2022,128150.9924,2835.64163,2553.577336
1/22/2022,128415.9567,2841.958297,1186.327336
1/23/2022,129244.921,2016.29163,1337.327336
1/24/2022,129663.8853,1755.29163,3339.660669
1/25/2022,129015.8496,2691.374963,2920.160669
1/26/2022,128858.8138,2763.124963,3218.860669
1/27/2022,128542.3448,2969.89163,2969.860669
1/28/2022,128558.3758,2985.89163,2725.469533
1/29/2022,128945.9781,3113.071899,1302.269533
1/30/2022,129881.7138,2236.338566,1461.269533
1/31/2022,130175.4495,1829.505232,3468.852866
2/1/2022,129505.463,2802.394121,3487.380644
2/2/2022,129257.4765,3220.144121,3114.130644
2/3/2022,128907.19,2764.644121,2685.630644
2/4/2022,128739.1034,2517.544121,2245.182917
2/5/2022,129254.8532,2790.894348,1281.6446
2/6/2022,130188.6029,2216.894348,1474.6446
2/7/2022,130550.8527,1835.894348,3528.511267
2/8/2022,130236.4024,3212.311014,3359.511267
2/9/2022,130050.9522,3175.561014,3574.705419
2/10/2022,129499.3242,3327.438792,3245.233489
2/11/2022,129567.0295,3312.938792,2900.466856
2/12/2022,129938.2519,3289.155073,1398.432634
2/13/2022,130729.9743,2190.155073,1703.432634
2/14/2022,130956.1968,1930.655073,3516.138113
2/15/2022,130369.3146,2948.237721,3508.619848
2/16/2022,130287.4325,3426.737721,3470.119848
2/17/2022,130185.0504,3369.237721,3141.119848
2/18/2022,129960.1683,2914.737721,3192.119848
2/19/2022,130198.2861,3431.737721,1498.619848
2/20/2022,131051.404,2350.737721,1611.286515
2/21/2022,131529.5219,2090.737721,2085.757417
2/22/2022,131681.1637,2321.238257,3904.596445
2/23/2022,130858.8055,3080.904924,3466.429778
2/24/2022,130520.614,3128.238257,3417.763112
2/25/2022,130005.9225,2904.404924,3241.405969
2/26/2022,130096.3976,3332.07159,1480.763112
2/27/2022,130943.7061,2328.738257,1695.929778
2/28/2022,131168.0146,1919.07159,3935.554778
3/1/2022,130335.0314,3101.238257,3330.554778
3/2/2022,130308.0482,3304.238257,3517.452875
3/3/2022,129991.0659,3254.172266,3511.737866
3/4/2022,129967.5837,3487.398456,3142.437866
3/5/2022,130495.6014,3669.005599,1495.355018
3/6/2022,131385.4078,2386.159482,1847.019743
3/7/2022,131642.5475,2105.159482,3860.769743
3/8/2022,130788.1873,3005.576149,3471.644743
3/9/2022,130512.4282,3195.119006,3681.978077
3/10/2022,130074.6691,3244.219006,3340.727585
3/11/2022,129787.1046,3179.913505,3096.978077
3/12/2022,129978.3733,3288.246839,1363.06097
3/13/2022,129935.8723,2030.982339,1662.983349
3/14/2022,130201.8713,1928.982339,3710.983349
3/15/2022,129597.8703,3106.982339,3490.697635
3/16/2022,129371.5836,3264.910911,3464.697635
3/17/2022,129372.2968,3464.910911,3504.197635
3/18/2022,129281.1768,3414.577577,3144.030968
3/19/2022,129474.2234,3337.077577,1454.530968
3/20/2022,130349.77,2330.077577,1559.530968
3/21/2022,130738.65,1948.410911,4024.697635
3/22/2022,130153.0299,3439.077577,3626.983349
3/23/2022,129760.5527,3234.506149,3982.983349
3/24/2022,129532.5755,3753.172816,3591.346924
3/25/2022,129266.3644,3341.605611,2991.844218
3/26/2022,129552.1534,3277.633148,3371.344218
3/27/2022,128474.4423,2293.633148,1826.344218
3/28/2022,128685.2312,2034.883148,3646.344218
3/29/2022,128111.7551,3072.86811,3026.399774
3/30/2022,127969.9457,2886.812554,3258.621996
3/31/2022,127806.1362,3094.812554,3510.746996
4/1/2022,127658.2018,3361.479221,3418.746996
4/2/2022,127822.7673,3584.312554,1450.746996
4/3/2022,128555.3329,2181.812554,1482.246996
4/4/2022,129061.3985,1990.812554,3796.801282
4/5/2022,128436.0669,3206.903031,3799.234615
4/6/2022,127961.4019,3324.569697,3844.234615
4/7/2022,127792.237,3674.078956,3401.392023
4/8/2022,127591.0536,3200.208586,3230.567023
4/9/2022,127797.7285,3434.875253,1329.033689
4/10/2022,128620.4034,2155.041919,1617.367023
4/11/2022,129008.0783,2005.708586,3620.747975
4/12/2022,128525.9675,3136.637158,3555.992713
4/13/2022,128341.1454,3396.446751,3365.571936
4/14/2022,127984.7539,3010.17833,3506.56983
4/15/2022,127728.3624,3252.67833,2560.101409
4/16/2022,128219.1292,3055.857628,1482.590883
4/17/2022,128978.8959,2242.357628,1311.090883
4/18/2022,129421.1627,1749.907628,3594.348572
4/19/2022,128803.1674,3030.89266,3542.984829
4/20/2022,128711.1007,3464.749803,3635.775013
4/21/2022,128177.6736,3103.676873,3639.326249
4/22/2022,127968.1353,3427.121317,2838.909583
4/23/2022,128568.8471,3440.371317,1472.159583
4/24/2022,129266.5588,2171.371317,1793.159583
4/25/2022,129651.7705,2175.657032,4251.059583
4/26/2022,128846.7823,3444.964175,3235.131011
4/27/2022,128771.6154,3161.964175,3638.297678
4/28/2022,128548.1153,3414.797508,3564.297678
4/29/2022,128184.7818,3197.964175,3401.497678
4/30/2022,128483.1483,3700.164175,1330.451524
5/1/2022,129180.0147,2028.664175,1562.797678
5/2/2022,129600.7146,1983.497508,3965.797678
5/3/2022,128671.0811,3036.164175,3218.297678
5/4/2022,128689.9476,3237.164175,3841.547678
5/5/2022,128265.8641,3417.464175,3549.047678
5/6/2022,128287.1139,3570.297508,2966.047678
5/7/2022,128380.8637,3059.797508,1496.047678
5/8/2022,129289.6136,2404.047508,1643.422678
5/9/2022,129672.7384,2026.547508,3839.756011
5/10/2022,128821.6966,2989.380841,3628.6292
5/11/2022,128616.4373,3423.869972,3269.646234
5/12/2022,128375.136,3031.83891,3295.473555
5/13/2022,128151.3347,3069.992756,3029.646963
5/14/2022,128551.0446,3431.352393,1387.142469
5/15/2022,129511.7545,2347.852393,1489.872981
5/16/2022,130175.7202,2164.320841,3622.730164
5/17/2022,129677.0609,3123.570841,3495.047993
5/18/2022,129409.2155,3228.579368,3420.748023
5/19/2022,128938.0017,2952.524663,3557.045156
5/20/2022,128573.3191,3239.840011,2875.522626
5/21/2022,128986.3865,3293.173344,1382.10596
5/22/2022,129722.4539,2123.173344,1661.60596
5/23/2022,130220.0213,2159.173344,3889.60596
5/24/2022,129400.0887,3078.173344,3335.10596
5/25/2022,129106.1561,3039.673344,3287.223607
5/26/2022,128801.2234,2984.173344,3389.60596
5/27/2022,128420.2908,3008.673344,3018.60596
5/28/2022,128709.8582,3308.173344,1303.60596
5/29/2022,129620.9256,2214.673344,1482.10596
5/30/2022,130164.493,2025.673344,1562.939293
5/31/2022,130750.8937,2149.006678,4434.60596
6/1/2022,130007.2944,3686.423344,3682.85596
6/2/2022,129542.4451,3218.006678,3638.35596
6/3/2022,129140.2625,3236.173344,3133.85596
6/4/2022,129318.0799,3311.673344,1311.689293
6/5/2022,130132.8973,2127.173344,1589.35596
6/6/2022,130523.2147,1979.673344,3761.85596
6/7/2022,129752.5321,2987.664572,3494.689293
6/8/2022,129553.8078,3295.965011,3429.022626
6/9/2022,129255.4168,3130.631678,3296.43152
6/10/2022,128971.9478,3015.955973,2882.425012
6/11/2022,129530.9787,3438.632443,1367.841679
6/12/2022,130237.1764,2076.289306,1649.091679
6/13/2022,130658.374,2070.289306,3599.716679
6/14/2022,129904.6966,2846.039306,3403.716679
6/15/2022,129572.0193,3068.789306,3329.152086
6/16/2022,129015.8084,2956.505813,3341.716679
6/17/2022,128871.0975,3197.005813,2744.716679
6/18/2022,128993.3867,2865.67248,1415.883346
6/19/2022,129812.1758,2236.005813,1238.216679
6/20/2022,130243.9649,1669.505813,2415.716679
6/21/2022,130309.2541,2479.67248,3412.266945
6/22/2022,129737.4035,2862.698074,3248.382015
6/23/2022,129523.0528,3034.031407,3226.807941
6/24/2022,129380.2208,3082.642518,3088.307941
6/25/2022,129393.3887,3101.475851,1277.752385
6/26/2022,130293.7788,2178.142518,1281.252385
6/27/2022,130754.1689,1742.642518,3628.752385
6/28/2022,130109.5591,2984.142518,3296.185718
6/29/2022,129888.2825,3076.809185,3097.585718
6/30/2022,129798.506,3007.809185,3328.585718
7/1/2022,129591.2295,3119.975851,3380.085718
7/2/2022,129353.1613,3142.017518,1461.585718
7/3/2022,130237.5931,2346.017518,1434.085718
7/4/2022,130678.0249,1874.517518,1172.085718
7/5/2022,131339.9567,1834.017518,3760.085718
7/6/2022,130555.8885,2976.017518,3656.085718
7/7/2022,130154.5345,3254.731804,3273.085718
7/8/2022,129927.1806,3045.731804,3328.752385
7/9/2022,129944.4934,3346.065137,1325.752385
7/10/2022,130773.3061,2154.565137,1275.752385
7/11/2022,131248.1189,1750.565137,3289.085718
7/12/2022,130778.765,2819.731804,3163.116005
7/13/2022,130572.4675,2965.773758,3205.062711
7/14/2022,130244.7206,2875.325983,3233.825337
7/15/2022,129947.0546,2936.159316,2806.075337
7/16/2022,130239.3886,3098.409316,1285.408671
7/17/2022,131198.8892,2244.909316,1494.408671
7/18/2022,131635.8899,1928.559316,3383.242004
7/19/2022,130946.0572,2707.575983,3146.158671
7/20/2022,130784.7245,2983.325983,3046.257572
7/21/2022,130606.5841,2870.902906,3311.043286
7/22/2022,130183.7771,2888.236239,2807.376619
7/23/2022,130418.97,3042.569573,1351.376619
7/24/2022,131322.163,2254.569573,1375.376619
7/25/2022,131669.356,1721.902906,3373.406922
7/26/2022,131152.458,2856.508967,3237.637692
7/27/2022,130897.4062,2982.58589,3093.870411
7/28/2022,130709.9996,2918.280206,3173.786358
7/29/2022,130428.2266,2892.013418,2645.236585
7/30/2022,130390.8971,2625.022467,1308.851969
7/31/2022,131199.0676,2117.022467,1437.476969
8/1/2022,131549.1131,1787.522467,3310.643636
8/2/2022,131006.3253,2766.766057,2921.425687
8/3/2022,130878.1785,2790.493163,3013.925687
8/4/2022,130590.5317,2744.778878,2893.501445
8/5/2022,130278.0818,2581.051605,2789.309704
8/6/2022,130315.7337,2829.952785,1350.410322
8/7/2022,130935.7999,1973.467578,1451.401447
8/8/2022,131405.866,1920.800911,3028.296232
8/9/2022,130842.7721,2468.521721,2982.448933
8/10/2022,130593.6782,2732.842234,2934.46036
8/11/2022,130555.2633,2876.660796,2963.576334
8/12/2022,130491.9547,2933.755999,4032.664645
8/13/2022,130777.9793,4321.755999,1311.231312
8/14/2022,131547.504,2080.755999,1478.731312
8/15/2022,132006.0287,1928.870378,3114.188234
8/16/2022,131661.8809,2769.058979,3325.137308
8/17/2022,131393.8396,3055.496016,3180.637308
8/18/2022,131191.6317,2979.762683,3132.470642
8/19/2022,130987.4237,2928.262683,3041.701411
8/20/2022,131332.2542,3385.69858,1296.868078
8/21/2022,132072.0847,2038.031914,1450.701411
8/22/2022,132586.9152,1956.605965,3900.614343
8/23/2022,131821.786,3134.151781,3050.224637
8/24/2022,131699.2254,2936.521879,3680.58248
8/25/2022,131418.6648,3399.521879,3190.949147
8/26/2022,131217.5375,2990.321879,2924.671369
8/27/2022,131511.4103,3220.321879,1436.28248
8/28/2022,132408.4497,2333.321879,1493.78248
8/29/2022,132807.4891,1892.821879,3650.28248
8/30/2022,132250.5285,2873.80371,3712.119163
8/31/2022,132039.635,3501.225738,3140.28583
9/1/2022,131783.7416,2884.392405,3735.952497
9/2/2022,131348.5149,3301.392405,2969.85848
9/3/2022,131510.2881,3271.392405,1344.119163
9/4/2022,132465.5613,2297.836849,1748.28583
9/5/2022,132851.6679,2134.392405,1540.78583
9/6/2022,133205.2745,1894.392405,3996.119163
9/7/2022,132336.3811,3127.225738,3584.202497
9/8/2022,132184.321,3428.392405,3610.169163
9/9/2022,131785.6498,3214.69796,2663.369163
9/10/2022,131998.9786,2876.69796,1316.330702
9/11/2022,132752.1151,2069.467191,1434.330702
9/12/2022,133245.7516,1928.467191,3273.052924
9/13/2022,132710.4992,2736.200525,3573.219591
9/14/2022,132221.7468,3085.800525,3102.552924
9/15/2022,131876.9944,2757.800525,3277.273468
9/16/2022,131574.0991,3081.377906,2899.273162
9/17/2022,131769.8705,3096.377906,1378.273162
9/18/2022,132430.3086,2038.711239,1430.273162
9/19/2022,132957.7467,1956.377906,3413.189829
9/20/2022,132227.0181,2683.794572,3949.856495
9/21/2022,132040.6228,3758.48407,3473.447059
9/22/2022,131583.121,3014.611924,3517.574043
9/23/2022,131300.9287,3216.159543,2764.265282
9/24/2022,131635.4288,3098.765312,1299.765282
9/25/2022,132487.4288,2151.765312,1417.565282
9/26/2022,132957.0288,1887.165312,3597.565282
9/27/2022,132220.6289,2861.165312,3416.565282
9/28/2022,131630.2289,2826.165312,3328.073177
9/29/2022,131190.1763,2889.017066,3085.831225
9/30/2022,131059.0665,2962.971446,3072.281225
10/1/2022,131155.8567,3167.293668,1429.947892
10/2/2022,132044.3136,2319.404779,1403.697892
10/3/2022,132485.2705,1843.654779,3813.447892
10/4/2022,131637.2274,2965.404779,3456.62971
10/5/2022,131233.1843,3054.404779,3212.447892
10/6/2022,131033.1412,3012.404779,3317.70421
10/7/2022,130765.1558,3049.718859,3060.70421
10/8/2022,130872.1205,3167.668859,1412.70421
10/9/2022,131659.0851,2199.668859,1414.70421
10/10/2022,132183.0498,1936.168859,2801.70421
10/11/2022,131895.0144,2512.752192,3238.037543
10/12/2022,131562.3957,2904.618859,3271.370876
10/13/2022,131231.577,2942.996637,3400.815321
10/14/2022,130838.7584,3007.996637,2947.815321
10/15/2022,130992.9397,3098.360273,1394.398654
10/16/2022,131835.371,2239.82997,1309.398654
10/17/2022,132224.3023,1698.32997,3213.898654
10/18/2022,131621.7336,2611.32997,3074.126361
10/19/2022,131280.1896,2750.264425,3157.975151
10/20/2022,130964.7288,2844.014425,3439.475151
10/21/2022,130588.2681,3062.014425,2912.030707
10/22/2022,130623.0574,2948.153314,1325.697373
10/23/2022,131462.0133,2164.153314,1483.197373
10/24/2022,131821.9693,1841.819981,3351.484103
10/25/2022,131055.4501,2587.711638,2924.673358
10/26/2022,130943.5423,2812.76556,3169.673358
10/27/2022,130603.6345,2829.76556,3239.673358
10/28/2022,130413.2267,3049.26556,3150.006691
10/29/2022,130311.4856,3048.26556,1303.006691
10/30/2022,131056.2445,2047.76556,1320.506691
10/31/2022,131433.0033,1696.598893,3324.673358
11/1/2022,130592.5955,2482.51556,3143.354632
11/2/2022,130205.2077,2874.599779,3061.987656
11/3/2022,129822.3198,2680.599779,3172.744143
11/4/2022,129782.0806,3132.004968,2837.944143
11/5/2022,130030.8414,3088.604968,1383.594143
11/6/2022,131039.9773,2392.729968,1568.594143
11/7/2022,131199.7798,1726.396635,3521.094143
11/8/2022,130413.5822,2734.896635,2868.597989
11/9/2022,130204.4309,2789.942789,1711.167923
11/10/2022,130308.1863,1853.987645,1699.232209
11/11/2022,130462.9418,1853.987645,1699.232209
11/12/2022,130617.6972,1853.987645,1699.232209
11/13/2022,130804.4526,1861.987645,774.7322087
11/14/2022,131016.5831,970.0626447,3567.032209
11/15/2022,130054.5135,2604.962645,3105.532209
11/16/2022,129622.9439,2672.248359,3190.198875
11/17/2022,129030.8744,2599.462645,3150.198875
11/18/2022,128746.3048,2865.629311,2912.198875
11/19/2022,128688.7352,2853.295978,1262.209987
11/20/2022,129298.2435,1877.951534,1346.012764
11/21/2022,129548.2378,1600.382089,2902.221098
11/22/2022,128806.2321,2161.215422,2932.721098
11/23/2022,128413.2264,2538.715422,2685.721098
11/24/2022,127886.2208,2158.715422,959.8877643
11/25/2022,128311.5484,1386.215422,1302.887764
11/26/2022,128790.8761,1780.715422,1069.887764
11/27/2022,129521.7037,1800.715422,1115.887764
11/28/2022,129992.5314,1579.659867,2966.920083
11/29/2022,129444.296,2446.524261,2829.557617
11/30/2022,129189.1768,2574.438402,3051.557617
12/1/2022,128784.3243,2646.705069,3141.89095
12/2/2022,128470.305,2827.871736,3040.14095
12/3/2022,128431.0358,3000.871736,1298.14095
12/4/2022,129093.2666,1960.371736,1303.974283
12/5/2022,129502.1641,1712.871736,3303.64095
12/6/2022,128833.1282,2634.605069,2878.39095
12/7/2022,128549.3423,2594.605069,2999.357617
12/8/2022,128348.4898,2798.505069,3644.905236
12/9/2022,128289.3991,3585.814593,2850.405236
12/10/2022,128494.8085,3056.814593,1277.405236
12/11/2022,129282.2178,2063.891516,1364.754853
12/12/2022,129626.2657,1712.783787,3355.935896
12/13/2022,128935.7136,2666.383787,3245.935896
12/14/2022,128503.1615,2810.883787,3307.935896
12/15/2022,127872.6094,2677.383787,3188.712838
12/16/2022,127507.337,2826.282597,2935.054943
12/17/2022,127378.0647,2805.782597,1334.554943
12/18/2022,127967.2924,1923.782597,1413.72161
12/19/2022,128146.9367,1593.36593,3428.888277
12/20/2022,127169.4143,2451.86593,3297.288442
12/21/2022,126298.3584,2427.227522,3283.66569
12/22/2022,125510.4176,2510.64637,2955.920489
12/23/2022,124590.8935,2036.39637,1682.087156
12/24/2022,124401.3277,1492.52137,1003.920489
12/25/2022,124638.2619,1240.854704,710.9204893
12/26/2022,124971.1961,1043.854704,919.1538226
12/27/2022,125536.297,1484.254704,2401.019765
12/28/2022,125366.3906,2236.095284,2488.001649
12/29/2022,125352.9842,2474.595284,2450.334982
12/30/2022,125571.5779,2668.928617,2172.334982
12/31/2022,125997.6715,2598.428617,1151.601649
1/1/2023,127182.0985,2336.028617,1377.557789
1/2/2023,127720.0781,1915.537389,1429.557789
1/3/2023,128239.5577,1946.195284,2532.777545
1/4/2023,127320.2898,2153.713136,1646.352335
1/5/2023,126916.3769,1570.274481,1155.133156
1/6/2023,126750.5096,1157.483197,1151.35058
1/7/2023,126756.6422,1157.483197,1151.35058
1/8/2023,126762.7748,1157.483197,1151.35058
1/9/2023,126768.9074,1157.483197,1151.35058
1/10/2023,126775.04,1157.483197,1151.35058
1/11/2023,126781.1727,1157.483197,1151.35058
1/12/2023,126787.3053,1157.483197,1151.35058
1/13/2023,126793.4379,1157.483197,1151.35058
1/14/2023,126799.5705,1157.483197,1151.35058
1/15/2023,126805.7031,1157.483197,1151.35058
1/16/2023,126811.8357,1157.483197,1151.35058
1/17/2023,126817.9684,1157.483197,1151.35058
1/18/2023,126824.101,1157.483197,1151.35058
1/19/2023,126830.2336,1157.483197,1151.35058
1/20/2023,127052.3662,1170.701089,2386.591498
1/21/2023,128105.8053,3441.030553,1230.091498
1/22/2023,128751.7443,1874.530553,1147.091498
1/23/2023,129161.6834,1557.030553,3133.591498
1/24/2023,128755.1224,2727.030553,2547.991498
1/25/2023,128608.6615,2401.530553,2628.491498
1/26/2023,128365.2005,2385.530553,2809.701094
1/27/2023,128091.0068,2537.490149,2422.910345
1/28/2023,128169.9971,2501.900718,1157.410345
1/29/2023,128839.4875,1826.900718,1271.876176
1/30/2023,130926.4303,3387.071563,2724.645873
1/31/2023,130470.276,2270.480134,4175.634444
2/1/2023,128654.1217,2359.480134,2573.013047
2/2/2023,128390.7242,2309.777805,2697.842013
2/3/2023,128056.3266,2363.444472,2519.175347
2/4/2023,128233.2624,2694.444472,1132.175347
2/5/2023,128871.5316,1770.444472,1214.175347
2/6/2023,129319.8007,1662.444472,2918.242013
2/7/2023,128785.7365,2385.777805,2849.43858
2/8/2023,128420.6723,2622.777805,2797.543061
2/9/2023,128093.5722,2471.44019,2761.540237
2/10/2023,127986.4722,2654.94019,2657.040237
2/11/2023,127939.8721,2608.34019,1170.778332
2/12/2023,128482.3673,1714.606857,1017.111665
2/13/2023,129070.8625,1604.006857,3015.476371
2/14/2023,128402.193,2351.110778,2512.846959
2/15/2023,128157.1568,2268.610778,2788.646959
2/16/2023,127852.1206,2483.610778,2838.61348
2/17/2023,127702.7518,2689.244694,2531.11348
2/18/2023,127757.1331,2585.494694,1166.542052
2/19/2023,128428.0857,1836.694694,1217.908718
2/20/2023,128748.505,1540.328027,1777.908718
2/21/2023,128927.9243,1957.328027,2995.908718
2/22/2023,128377.5936,2440.91136,2681.408718
2/23/2023,128045.0963,2354.744694,2787.242052
2/24/2023,127647.5989,2389.744694,2591.842052
2/25/2023,127638.0015,2582.244694,1163.508718
2/26/2023,128205.0709,1730.578027,1244.008718
2/27/2023,128545.1402,1584.078027,2967.008718
2/28/2023,127963.2095,2383.41136,2795.008718
3/1/2023,127719.9454,2551.744694,2834.008718
3/2/2023,127311.6814,2425.744694,2790.508718
3/3/2023,127208.6174,2688.444694,2511.508718
3/4/2023,127282.5534,2584.444694,1161.508718
3/5/2023,127906.156,1785.778027,1146.675385
3/6/2023,128354.7587,1596.278027,2804.675385
3/7/2023,127929.1946,2378.61136,2763.508718
3/8/2023,127700.2639,2535.328027,2805.258718
3/9/2023,127571.8333,2676.328027,2667.92945
3/10/2023,127240.9269,2339.006889,2534.41319
3/11/2023,127176.0206,2469.506889,1196.496523
3/12/2023,127866.6143,1889.756889,1082.66319
3/13/2023,128230.208,1446.256889,2731.755783
3/14/2023,127755.9054,2256.119852,2774.041497
3/15/2023,127471.4124,2489.048423,2720.041497
3/16/2023,127161.4193,2410.548423,2547.041497
3/17/2023,126979.4262,2366.048423,2462.701497
3/18/2023,127028.9382,2511.213423,1150.701497
3/19/2023,127656.2001,1778.963423,1183.012818
3/20/2023,127874.962,1465.963423,2794.201497
3/21/2023,127433.7239,2354.463423,2530.701497
3/22/2023,127323.9859,2420.213423,2703.451497
3/23/2023,127149.9978,2531.463423,2618.451497
3/24/2023,127152.5097,2620.963423,2302.451497
3/25/2023,127435.5216,2582.63009,1204.701497
